,h3_polyfill,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO,per_ocu_tot,denue_tot,ratio,per_ocu_95,ratio_95
1569,8948a2775bbffff,19025,19,025,General Zuazua,25,5,0.2,0,0
1570,8948a277447ffff,19025,19,025,General Zuazua,20,4,0.2,0,0
1571,8948a277523ffff,19025,19,025,General Zuazua,430,47,0.10930232558139535,0,0
1572,8948a2765afffff,19025,19,025,General Zuazua,5,1,0.2,0,0
1573,8948a27767bffff,19025,19,025,General Zuazua,170,21,0.12352941176470589,0,0
1574,8948a276597ffff,19025,19,025,General Zuazua,50,1,0.02,0,0
1575,8948a2770bbffff,19025,19,025,General Zuazua,105,2,0.01904761904761905,0,0
1576,8948a276503ffff,19025,19,025,General Zuazua,310,3,0.00967741935483871,0,0
1577,8948a20cba7ffff,19025,19,025,General Zuazua,205,3,0.014634146341463415,0,0
1578,8948a27625bffff,19025,19,025,General Zuazua,40,3,0.075,0,0
1579,8948a2762b3ffff,19025,19,025,General Zuazua,5,1,0.2,0,0
1580,8948a27618bffff,19025,19,025,General Zuazua,1461,13,0.00889801505817933,1,1
1581,8948a2763cbffff,19025,19,025,General Zuazua,10,1,0.1,0,0
1582,8948a2772d3ffff,19025,19,025,General Zuazua,5,1,0.2,0,0
1583,8948a27756bffff,19025,19,025,General Zuazua,100,1,0.01,0,0
1584,8948a277663ffff,19025,19,025,General Zuazua,65,12,0.18461538461538463,0,0
1585,8948a27650bffff,19025,19,025,General Zuazua,301,1,0.0033222591362126247,0,1
1586,8948a272923ffff,19025,19,025,General Zuazua,40,3,0.075,0,0
1587,8948a2764a7ffff,19025,19,025,General Zuazua,10,1,0.1,0,0
1588,8948a2760bbffff,19025,19,025,General Zuazua,661,14,0.02118003025718608,0,0
1589,8948a20cb8fffff,19025,19,025,General Zuazua,690,15,0.021739130434782608,0,0
1590,8948a27747bffff,19025,19,025,General Zuazua,10,1,0.1,0,0
1591,8948a277537ffff,19025,19,025,General Zuazua,250,34,0.136,0,0
1592,8948a27765bffff,19025,19,025,General Zuazua,35,2,0.05714285714285714,0,0
1593,8948a27708fffff,19025,19,025,General Zuazua,80,7,0.0875,0,0
1594,8948a277563ffff,19025,19,025,General Zuazua,45,9,0.2,0,0
1595,8948a27654bffff,19025,19,025,General Zuazua,5,1,0.2,0,0
1596,8948a270db7ffff,19025,19,025,General Zuazua,50,5,0.1,0,0
1597,8948a270db3ffff,19025,19,025,General Zuazua,5,1,0.2,0,0
1598,8948a2775abffff,19025,19,025,General Zuazua,175,20,0.11428571428571428,0,0
1599,8948a277577ffff,19025,19,025,General Zuazua,60,12,0.2,0,0
1600,8948a276013ffff,19025,19,025,General Zuazua,10,1,0.1,0,0
1601,8948a2760afffff,19025,19,025,General Zuazua,180,7,0.03888888888888889,0,0
1602,8948a2776abffff,19025,19,025,General Zuazua,45,4,0.08888888888888889,0,0
1603,8948a2776b3ffff,19025,19,025,General Zuazua,60,12,0.2,0,0
1604,8948a27657bffff,19025,19,025,General Zuazua,100,1,0.01,0,0
1605,8948a277603ffff,19025,19,025,General Zuazua,10,1,0.1,0,0
1606,8948a2771b3ffff,19025,19,025,General Zuazua,145,21,0.14482758620689656,0,0
1607,8948a27764fffff,19025,19,025,General Zuazua,45,8,0.17777777777777778,0,0
1608,8948a275537ffff,19025,19,025,General Zuazua,5,1,0.2,0,0
1609,8948a2765cbffff,19025,19,025,General Zuazua,801,3,0.003745318352059925,0,1
1610,8948a277197ffff,19025,19,025,General Zuazua,160,12,0.075,0,0
1611,8948a276663ffff,19025,19,025,General Zuazua,115,13,0.11304347826086956,0,0
1612,8948a27762bffff,19025,19,025,General Zuazua,10,2,0.2,0,0
1613,8948a276277ffff,19025,19,025,General Zuazua,25,5,0.2,0,0
1614,8948a27604fffff,19025,19,025,General Zuazua,5,1,0.2,0,0
1615,8948a27719bffff,19025,19,025,General Zuazua,700,39,0.055714285714285716,0,0
1616,8948a277643ffff,19025,19,025,General Zuazua,15,3,0.2,0,0
1617,8948a2762d3ffff,19025,19,025,General Zuazua,30,6,0.2,0,0
1618,8948a27769bffff,19025,19,025,General Zuazua,5,1,0.2,0,0
1619,8948a277633ffff,19025,19,025,General Zuazua,5,1,0.2,0,0
1620,8948a27652fffff,19025,19,025,General Zuazua,321,4,0.012461059190031152,0,0
1621,8948a27753bffff,19025,19,025,General Zuazua,95,19,0.2,0,0
1622,8948a20cb63ffff,19025,19,025,General Zuazua,622,6,0.00964630225080386,0,1
1623,8948a2776a7ffff,19025,19,025,General Zuazua,40,3,0.075,0,0
1624,8948a20da33ffff,19025,19,025,General Zuazua,10,1,0.1,0,0
1625,8948a2771bbffff,19025,19,025,General Zuazua,215,31,0.14418604651162792,0,0
1626,8948a20cb17ffff,19025,19,025,General Zuazua,381,3,0.007874015748031496,0,1
1627,8948a27760fffff,19025,19,025,General Zuazua,185,8,0.043243243243243246,0,0
1628,8948a27292bffff,19025,19,025,General Zuazua,15,3,0.2,0,0
1629,8948a277693ffff,19025,19,025,General Zuazua,50,10,0.2,0,0
1630,8948a200ecfffff,19026,19,026,Guadalupe,30,6,0.2,0,0
1631,8948a200883ffff,19026,19,026,Guadalupe,1391,76,0.054636951833213515,1,0
1632,8948a200a07ffff,19026,19,026,Guadalupe,245,42,0.17142857142857143,0,0
1633,8948a20184bffff,19026,19,026,Guadalupe,85,9,0.10588235294117647,0,0
1634,8948a201cb7ffff,19026,19,026,Guadalupe,1030,126,0.12233009708737864,0,0
1635,8948a201977ffff,19026,19,026,Guadalupe,80,16,0.2,0,0
1636,8948a20e44bffff,19026,19,026,Guadalupe,465,15,0.03225806451612903,0,0
1637,8948a20adbbffff,19026,19,026,Guadalupe,570,15,0.02631578947368421,0,0
1638,8948a20199bffff,19026,19,026,Guadalupe,430,65,0.1511627906976744,0,0
1639,8948a2003cfffff,19026,19,026,Guadalupe,15,3,0.2,0,0
1640,8948a201d3bffff,19026,19,026,Guadalupe,690,89,0.1289855072463768,0,0
1641,8948a201c43ffff,19026,19,026,Guadalupe,1505,103,0.06843853820598006,1,0
1642,8948a201c4fffff,19026,19,026,Guadalupe,270,30,0.1111111111111111,0,0
1643,8948a20034fffff,19026,19,026,Guadalupe,315,34,0.10793650793650794,0,0
1644,8948a200a27ffff,19026,19,026,Guadalupe,1235,87,0.07044534412955465,0,0
1645,8948a20e497ffff,19026,19,026,Guadalupe,195,14,0.07179487179487179,0,0
1646,8948a201bd7ffff,19026,19,026,Guadalupe,75,14,0.18666666666666668,0,0
1647,8948a201c13ffff,19026,19,026,Guadalupe,225,28,0.12444444444444444,0,0
1648,8948a201e9bffff,19026,19,026,Guadalupe,130,16,0.12307692307692308,0,0
1649,8948a20085bffff,19026,19,026,Guadalupe,95,13,0.1368421052631579,0,0
1650,8948a201d27ffff,19026,19,026,Guadalupe,210,21,0.1,0,0
1651,8948a201127ffff,19026,19,026,Guadalupe,20,4,0.2,0,0
1652,8948a200a87ffff,19026,19,026,Guadalupe,430,52,0.12093023255813953,0,0
1653,8948a201987ffff,19026,19,026,Guadalupe,440,47,0.10681818181818181,0,0
1654,8948a201827ffff,19026,19,026,Guadalupe,130,15,0.11538461538461539,0,0
1655,8948a202abbffff,19026,19,026,Guadalupe,50,5,0.1,0,0
1656,8948a201b2fffff,19026,19,026,Guadalupe,125,19,0.152,0,0
1657,8948a200803ffff,19026,19,026,Guadalupe,710,55,0.07746478873239436,0,0
1658,8948a20a933ffff,19026,19,026,Guadalupe,220,20,0.09090909090909091,0,0
1659,8948a200e67ffff,19026,19,026,Guadalupe,990,65,0.06565656565656566,0,0
1660,8948a20022bffff,19026,19,026,Guadalupe,340,11,0.03235294117647059,0,0
1661,8948a201323ffff,19026,19,026,Guadalupe,175,25,0.14285714285714285,0,0
1662,8948a200ab3ffff,19026,19,026,Guadalupe,1171,82,0.07002561912894961,0,0
1663,8948a2009dbffff,19026,19,026,Guadalupe,525,45,0.08571428571428572,0,0
1664,8948a200377ffff,19026,19,026,Guadalupe,75,15,0.2,0,0
1665,8948a20030fffff,19026,19,026,Guadalupe,170,32,0.18823529411764706,0,0
1666,8948a200873ffff,19026,19,026,Guadalupe,1481,101,0.06819716407832546,1,0
1667,8948a201903ffff,19026,19,026,Guadalupe,80,6,0.075,0,0
1668,8948a20e603ffff,19026,19,026,Guadalupe,75,10,0.13333333333333333,0,0
1669,8948a20e4abffff,19026,19,026,Guadalupe,1110,40,0.036036036036036036,0,0
1670,8948a20e44fffff,19026,19,026,Guadalupe,671,13,0.019374068554396422,0,0
1671,8948a20f5bbffff,19026,19,026,Guadalupe,1105,151,0.13665158371040723,0,0
1672,8948a20e6dbffff,19026,19,026,Guadalupe,1605,60,0.037383177570093455,1,0
1673,8948a20a983ffff,19026,19,026,Guadalupe,336,3,0.008928571428571428,0,1
1674,8948a201e57ffff,19026,19,026,Guadalupe,800,36,0.045,0,0
1675,8948a201c2fffff,19026,19,026,Guadalupe,451,24,0.05321507760532151,0,0
1676,8948a20198fffff,19026,19,026,Guadalupe,870,95,0.10919540229885058,0,0
1677,8948a20f50bffff,19026,19,026,Guadalupe,180,35,0.19444444444444445,0,0
1678,8948a200b13ffff,19026,19,026,Guadalupe,725,52,0.07172413793103448,0,0
1679,8948a201b27ffff,19026,19,026,Guadalupe,155,28,0.18064516129032257,0,0
1680,8948a201e6fffff,19026,19,026,Guadalupe,210,16,0.0761904761904762,0,0
1681,8948a201973ffff,19026,19,026,Guadalupe,285,36,0.12631578947368421,0,0
1682,8948a200c33ffff,19026,19,026,Guadalupe,220,35,0.1590909090909091,0,0
1683,8948a20088bffff,19026,19,026,Guadalupe,170,19,0.11176470588235295,0,0
1684,8948a200a57ffff,19026,19,026,Guadalupe,640,20,0.03125,0,0
1685,8948a200333ffff,19026,19,026,Guadalupe,45,4,0.08888888888888889,0,0
1686,8948a200c37ffff,19026,19,026,Guadalupe,230,39,0.16956521739130434,0,0
1687,8948a201cdbffff,19026,19,026,Guadalupe,341,4,0.011730205278592375,0,0
1688,8948a201a83ffff,19026,19,026,Guadalupe,205,34,0.16585365853658537,0,0
1689,8948a20ad87ffff,19026,19,026,Guadalupe,526,13,0.024714828897338403,0,0
1690,8948a201b4bffff,19026,19,026,Guadalupe,830,19,0.02289156626506024,0,0
1691,8948a20f4c3ffff,19026,19,026,Guadalupe,316,3,0.00949367088607595,0,1
1692,8948a200c6fffff,19026,19,026,Guadalupe,125,19,0.152,0,0
1693,8948a201e67ffff,19026,19,026,Guadalupe,20,3,0.15,0,0
1694,8948a20020fffff,19026,19,026,Guadalupe,175,20,0.11428571428571428,0,0
1695,8948a200adbffff,19026,19,026,Guadalupe,375,52,0.13866666666666666,0,0
1696,8948a201a67ffff,19026,19,026,Guadalupe,95,18,0.18947368421052632,0,0
1697,8948a20f5abffff,19026,19,026,Guadalupe,440,77,0.175,0,0
1698,8948a200a53ffff,19026,19,026,Guadalupe,110,11,0.1,0,0
1699,8948a20e4c3ffff,19026,19,026,Guadalupe,250,1,0.004,0,1
1700,8948a20e697ffff,19026,19,026,Guadalupe,565,88,0.15575221238938053,0,0
1701,8948a200aa3ffff,19026,19,026,Guadalupe,530,70,0.1320754716981132,0,0
1702,8948a201e0fffff,19026,19,026,Guadalupe,5,1,0.2,0,0
1703,8948a20032fffff,19026,19,026,Guadalupe,765,83,0.1084967320261438,0,0
1704,8948a2019c7ffff,19026,19,026,Guadalupe,135,17,0.1259259259259259,0,0
1705,8948a20030bffff,19026,19,026,Guadalupe,320,31,0.096875,0,0
1706,8948a20f517ffff,19026,19,026,Guadalupe,370,61,0.16486486486486487,0,0
1707,8948a20082bffff,19026,19,026,Guadalupe,85,7,0.08235294117647059,0,0
1708,8948a201adbffff,19026,19,026,Guadalupe,5,1,0.2,0,0
1709,8948a200a4bffff,19026,19,026,Guadalupe,215,31,0.14418604651162792,0,0
1710,8948a20182fffff,19026,19,026,Guadalupe,90,11,0.12222222222222222,0,0
1711,8948a20a9dbffff,19026,19,026,Guadalupe,913,4,0.004381161007667032,0,1
1712,8948a201dd7ffff,19026,19,026,Guadalupe,820,54,0.06585365853658537,0,0
1713,8948a201a2fffff,19026,19,026,Guadalupe,40,3,0.075,0,0
1714,8948a201337ffff,19026,19,026,Guadalupe,95,18,0.18947368421052632,0,0
1715,8948a200e77ffff,19026,19,026,Guadalupe,145,15,0.10344827586206896,0,0
1716,8948a2018c7ffff,19026,19,026,Guadalupe,70,9,0.12857142857142856,0,0
1717,8948a201c0bffff,19026,19,026,Guadalupe,2076,199,0.09585741811175337,1,0
1718,8948a201ac3ffff,19026,19,026,Guadalupe,50,10,0.2,0,0
1719,8948a201d2bffff,19026,19,026,Guadalupe,265,26,0.09811320754716982,0,0
1720,8948a200313ffff,19026,19,026,Guadalupe,70,14,0.2,0,0
1721,8948a201d03ffff,19026,19,026,Guadalupe,335,36,0.10746268656716418,0,0
1722,8948a2018dbffff,19026,19,026,Guadalupe,520,37,0.07115384615384615,0,0
1723,8948a201c93ffff,19026,19,026,Guadalupe,70,8,0.11428571428571428,0,0
1724,8948a201bafffff,19026,19,026,Guadalupe,285,7,0.02456140350877193,0,0
1725,8948a20e647ffff,19026,19,026,Guadalupe,25,3,0.12,0,0
1726,8948a201a93ffff,19026,19,026,Guadalupe,100,1,0.01,0,0
1727,8948a201ccbffff,19026,19,026,Guadalupe,310,11,0.035483870967741936,0,0
1728,8948a200e43ffff,19026,19,026,Guadalupe,295,32,0.10847457627118644,0,0
1729,8948a201867ffff,19026,19,026,Guadalupe,205,26,0.12682926829268293,0,0
1730,8948a200e13ffff,19026,19,026,Guadalupe,95,5,0.05263157894736842,0,0
1731,8948a20ad4fffff,19026,19,026,Guadalupe,5,1,0.2,0,0
1732,8948a20a91bffff,19026,19,026,Guadalupe,306,2,0.006535947712418301,0,1
1733,8948a200a47ffff,19026,19,026,Guadalupe,270,35,0.12962962962962962,0,0
1734,8948a20ad17ffff,19026,19,026,Guadalupe,145,17,0.11724137931034483,0,0
1735,8948a200a1bffff,19026,19,026,Guadalupe,1326,86,0.06485671191553545,1,0
1736,8948a2019cfffff,19026,19,026,Guadalupe,20,4,0.2,0,0
1737,8948a202a17ffff,19026,19,026,Guadalupe,35,2,0.05714285714285714,0,0
1738,8948a201b5bffff,19026,19,026,Guadalupe,210,7,0.03333333333333333,0,0
1739,8948a2003afffff,19026,19,026,Guadalupe,15,3,0.2,0,0
1740,8948a20f48bffff,19026,19,026,Guadalupe,1135,95,0.08370044052863436,0,0
1741,8948a2008c3ffff,19026,19,026,Guadalupe,135,17,0.1259259259259259,0,0
1742,8948a200a67ffff,19026,19,026,Guadalupe,660,26,0.03939393939393939,0,0
1743,8948a20184fffff,19026,19,026,Guadalupe,70,8,0.11428571428571428,0,0
1744,8948a200b93ffff,19026,19,026,Guadalupe,910,32,0.035164835164835165,0,0
1745,8948a201e13ffff,19026,19,026,Guadalupe,240,23,0.09583333333333334,0,0
1746,8948a20f503ffff,19026,19,026,Guadalupe,200,29,0.145,0,0
1747,8948a201e93ffff,19026,19,026,Guadalupe,235,39,0.16595744680851063,0,0
1748,8948a20f507ffff,19026,19,026,Guadalupe,300,44,0.14666666666666667,0,0
1749,8948a201c5bffff,19026,19,026,Guadalupe,938,10,0.010660980810234541,0,0
1750,8948a20a98fffff,19026,19,026,Guadalupe,35,2,0.05714285714285714,0,0
1751,8948a201e27ffff,19026,19,026,Guadalupe,210,21,0.1,0,0
1752,8948a200e73ffff,19026,19,026,Guadalupe,365,66,0.18082191780821918,0,0
1753,8948a2011a3ffff,19026,19,026,Guadalupe,530,55,0.10377358490566038,0,0
1754,8948a201947ffff,19026,19,026,Guadalupe,555,85,0.15315315315315314,0,0
1755,8948a20adb7ffff,19026,19,026,Guadalupe,645,51,0.07906976744186046,0,0
1756,8948a2019cbffff,19026,19,026,Guadalupe,275,43,0.15636363636363637,0,0
1757,8948a2018abffff,19026,19,026,Guadalupe,55,9,0.16363636363636364,0,0
1758,8948a20e487ffff,19026,19,026,Guadalupe,445,39,0.08764044943820225,0,0
1759,8948a200c17ffff,19026,19,026,Guadalupe,210,22,0.10476190476190476,0,0
1760,8948a201923ffff,19026,19,026,Guadalupe,775,14,0.01806451612903226,0,0
1761,8948a200363ffff,19026,19,026,Guadalupe,845,90,0.10650887573964497,0,0
1762,8948a201e03ffff,19026,19,026,Guadalupe,1180,173,0.14661016949152542,0,0
1763,8948a200893ffff,19026,19,026,Guadalupe,305,33,0.10819672131147541,0,0
1764,8948a201ecfffff,19026,19,026,Guadalupe,20,4,0.2,0,0
1765,8948a20a957ffff,19026,19,026,Guadalupe,255,2,0.00784313725490196,0,1
1766,8948a20f5a7ffff,19026,19,026,Guadalupe,280,42,0.15,0,0
1767,8948a20e613ffff,19026,19,026,Guadalupe,125,14,0.112,0,0
1768,8948a201a37ffff,19026,19,026,Guadalupe,210,10,0.047619047619047616,0,0
1769,8948a201907ffff,19026,19,026,Guadalupe,475,68,0.1431578947368421,0,0
1770,8948a20e29bffff,19026,19,026,Guadalupe,75,8,0.10666666666666667,0,0
1771,8948a20e6d7ffff,19026,19,026,Guadalupe,190,23,0.12105263157894737,0,0
1772,8948a20e663ffff,19026,19,026,Guadalupe,75,9,0.12,0,0
1773,8948a20ad83ffff,19026,19,026,Guadalupe,1286,13,0.01010886469673406,1,0
1774,8948a20e68bffff,19026,19,026,Guadalupe,190,38,0.2,0,0
1775,8948a20a9cfffff,19026,19,026,Guadalupe,595,12,0.020168067226890758,0,0
1776,8948a20ad23ffff,19026,19,026,Guadalupe,15,3,0.2,0,0
1777,8948a201d87ffff,19026,19,026,Guadalupe,345,50,0.14492753623188406,0,0
1778,8948a200c67ffff,19026,19,026,Guadalupe,1295,82,0.06332046332046332,1,0
1779,8948a20036bffff,19026,19,026,Guadalupe,1055,47,0.04454976303317536,0,0
1780,8948a20e4dbffff,19026,19,026,Guadalupe,215,18,0.08372093023255814,0,0
1781,8948a20f5b7ffff,19026,19,026,Guadalupe,460,68,0.14782608695652175,0,0
1782,8948a201e5bffff,19026,19,026,Guadalupe,820,24,0.02926829268292683,0,0
1783,8948a201cbbffff,19026,19,026,Guadalupe,655,78,0.11908396946564885,0,0
1784,8948a20191bffff,19026,19,026,Guadalupe,35,7,0.2,0,0
1785,8948a201883ffff,19026,19,026,Guadalupe,1837,14,0.007621121393576484,1,1
1786,8948a20ad2fffff,19026,19,026,Guadalupe,5,1,0.2,0,0
1787,8948a201913ffff,19026,19,026,Guadalupe,75,13,0.17333333333333334,0,0
1788,8948a20f597ffff,19026,19,026,Guadalupe,395,58,0.1468354430379747,0,0
1789,8948a201db7ffff,19026,19,026,Guadalupe,550,75,0.13636363636363635,0,0
1790,8948a200ad7ffff,19026,19,026,Guadalupe,350,22,0.06285714285714286,0,0
1791,8948a200a83ffff,19026,19,026,Guadalupe,230,28,0.12173913043478261,0,0
1792,8948a201e4fffff,19026,19,026,Guadalupe,190,24,0.12631578947368421,0,0
1793,8948a20a943ffff,19026,19,026,Guadalupe,993,6,0.006042296072507553,0,1
1794,8948a20132bffff,19026,19,026,Guadalupe,1071,76,0.07096171802054155,0,0
1795,8948a200b4fffff,19026,19,026,Guadalupe,680,88,0.12941176470588237,0,0
1796,8948a200813ffff,19026,19,026,Guadalupe,641,33,0.0514820592823713,0,0
1797,8948a200a8bffff,19026,19,026,Guadalupe,390,51,0.13076923076923078,0,0
1798,8948a201e8fffff,19026,19,026,Guadalupe,250,34,0.136,0,0
1799,8948a201ec3ffff,19026,19,026,Guadalupe,135,27,0.2,0,0
1800,8948a201c4bffff,19026,19,026,Guadalupe,727,8,0.011004126547455296,0,0
1801,8948a20e48fffff,19026,19,026,Guadalupe,986,41,0.04158215010141988,0,0
1802,8948a200e4bffff,19026,19,026,Guadalupe,240,46,0.19166666666666668,0,0
1803,8948a20a9d7ffff,19026,19,026,Guadalupe,5,1,0.2,0,0
1804,8948a202a23ffff,19026,19,026,Guadalupe,55,5,0.09090909090909091,0,0
1805,8948a200ac7ffff,19026,19,026,Guadalupe,1345,65,0.048327137546468404,1,0
1806,8948a202b4bffff,19026,19,026,Guadalupe,431,17,0.03944315545243619,0,0
1807,8948a201d53ffff,19026,19,026,Guadalupe,265,46,0.17358490566037735,0,0
1808,8948a2008bbffff,19026,19,026,Guadalupe,320,49,0.153125,0,0
1809,8948a201ccfffff,19026,19,026,Guadalupe,285,44,0.1543859649122807,0,0
1810,8948a20190fffff,19026,19,026,Guadalupe,395,63,0.15949367088607594,0,0
1811,8948a201953ffff,19026,19,026,Guadalupe,25,5,0.2,0,0
1812,8948a200a0fffff,19026,19,026,Guadalupe,205,30,0.14634146341463414,0,0
1813,8948a200a6fffff,19026,19,026,Guadalupe,920,49,0.05326086956521739,0,0
1814,8948a201eb7ffff,19026,19,026,Guadalupe,315,36,0.11428571428571428,0,0
1815,8948a20a953ffff,19026,19,026,Guadalupe,1048,7,0.006679389312977099,0,1
1816,8948a200cbbffff,19026,19,026,Guadalupe,160,27,0.16875,0,0
1817,8948a201ab7ffff,19026,19,026,Guadalupe,65,4,0.06153846153846154,0,0
1818,8948a20084bffff,19026,19,026,Guadalupe,55,10,0.18181818181818182,0,0
1819,8948a201a63ffff,19026,19,026,Guadalupe,90,8,0.08888888888888889,0,0
1820,8948a201d23ffff,19026,19,026,Guadalupe,360,26,0.07222222222222222,0,0
1821,8948a20116bffff,19026,19,026,Guadalupe,130,24,0.18461538461538463,0,0
1822,8948a201873ffff,19026,19,026,Guadalupe,105,2,0.01904761904761905,0,0
1823,8948a20e6c3ffff,19026,19,026,Guadalupe,75,10,0.13333333333333333,0,0
1824,8948a201cb3ffff,19026,19,026,Guadalupe,740,58,0.07837837837837838,0,0
1825,8948a201133ffff,19026,19,026,Guadalupe,40,7,0.175,0,0
1826,8948a201e3bffff,19026,19,026,Guadalupe,115,6,0.05217391304347826,0,0
1827,8948a200a13ffff,19026,19,026,Guadalupe,150,28,0.18666666666666668,0,0
1828,8948a201ad3ffff,19026,19,026,Guadalupe,300,39,0.13,0,0
1829,8948a201b67ffff,19026,19,026,Guadalupe,145,18,0.12413793103448276,0,0
1830,8948a201bd3ffff,19026,19,026,Guadalupe,85,7,0.08235294117647059,0,0
1831,8948a20e683ffff,19026,19,026,Guadalupe,765,116,0.15163398692810456,0,0
1832,8948a201ca7ffff,19026,19,026,Guadalupe,200,39,0.195,0,0
1833,8948a200e0bffff,19026,19,026,Guadalupe,735,108,0.1469387755102041,0,0
1834,8948a201d5bffff,19026,19,026,Guadalupe,210,25,0.11904761904761904,0,0
1835,8948a20e69bffff,19026,19,026,Guadalupe,425,79,0.18588235294117647,0,0
1836,8948a201d47ffff,19026,19,026,Guadalupe,675,39,0.057777777777777775,0,0
1837,8948a201ebbffff,19026,19,026,Guadalupe,200,26,0.13,0,0
1838,8948a200a03ffff,19026,19,026,Guadalupe,235,39,0.16595744680851063,0,0
1839,8948a201b07ffff,19026,19,026,Guadalupe,30,6,0.2,0,0
1840,8948a20112fffff,19026,19,026,Guadalupe,321,5,0.01557632398753894,0,0
1841,8948a201983ffff,19026,19,026,Guadalupe,690,84,0.12173913043478261,0,0
1842,8948a200b8fffff,19026,19,026,Guadalupe,110,7,0.06363636363636363,0,0
1843,8948a201e83ffff,19026,19,026,Guadalupe,445,75,0.16853932584269662,0,0
1844,8948a201e07ffff,19026,19,026,Guadalupe,430,9,0.020930232558139535,0,0
1845,8948a201b97ffff,19026,19,026,Guadalupe,135,26,0.1925925925925926,0,0
1846,8948a201d9bffff,19026,19,026,Guadalupe,255,49,0.19215686274509805,0,0
1847,8948a201937ffff,19026,19,026,Guadalupe,225,10,0.044444444444444446,0,0
1848,8948a20f493ffff,19026,19,026,Guadalupe,390,45,0.11538461538461539,0,0
1849,8948a200353ffff,19026,19,026,Guadalupe,195,32,0.1641025641025641,0,0
1850,8948a201ed7ffff,19026,19,026,Guadalupe,405,68,0.16790123456790124,0,0
1851,8948a20e45bffff,19026,19,026,Guadalupe,360,39,0.10833333333333334,0,0
1852,8948a2019a3ffff,19026,19,026,Guadalupe,245,28,0.11428571428571428,0,0
1853,8948a20a9c3ffff,19026,19,026,Guadalupe,1012,7,0.00691699604743083,0,1
1854,8948a200b0bffff,19026,19,026,Guadalupe,565,16,0.02831858407079646,0,0
1855,8948a200bcfffff,19026,19,026,Guadalupe,110,19,0.17272727272727273,0,0
1856,8948a200b83ffff,19026,19,026,Guadalupe,390,21,0.05384615384615385,0,0
1857,8948a200a0bffff,19026,19,026,Guadalupe,475,76,0.16,0,0
1858,8948a201c37ffff,19026,19,026,Guadalupe,830,57,0.06867469879518072,0,0
1859,8948a200e8fffff,19026,19,026,Guadalupe,10,2,0.2,0,0
1860,8948a20f5b3ffff,19026,19,026,Guadalupe,700,92,0.13142857142857142,0,0
1861,8948a201c77ffff,19026,19,026,Guadalupe,475,53,0.11157894736842106,0,0
1862,8948a2018cfffff,19026,19,026,Guadalupe,40,3,0.075,0,0
1863,8948a20f5a3ffff,19026,19,026,Guadalupe,510,51,0.1,0,0
1864,8948a20ad8fffff,19026,19,026,Guadalupe,175,29,0.1657142857142857,0,0
1865,8948a20f4d3ffff,19026,19,026,Guadalupe,45,3,0.06666666666666667,0,0
1866,8948a20081bffff,19026,19,026,Guadalupe,350,14,0.04,0,0
1867,8948a20add7ffff,19026,19,026,Guadalupe,686,47,0.06851311953352769,0,0
1868,8948a200bd7ffff,19026,19,026,Guadalupe,1325,147,0.1109433962264151,1,0
1869,8948a200207ffff,19026,19,026,Guadalupe,10,2,0.2,0,0
1870,8948a201d67ffff,19026,19,026,Guadalupe,75,10,0.13333333333333333,0,0
1871,8948a20112bffff,19026,19,026,Guadalupe,130,15,0.11538461538461539,0,0
1872,8948a201b7bffff,19026,19,026,Guadalupe,110,3,0.02727272727272727,0,0
1873,8948a20e61bffff,19026,19,026,Guadalupe,140,27,0.19285714285714287,0,0
1874,8948a20f58fffff,19026,19,026,Guadalupe,615,87,0.14146341463414633,0,0
1875,8948a200c97ffff,19026,19,026,Guadalupe,370,31,0.08378378378378379,0,0
1876,8948a200263ffff,19026,19,026,Guadalupe,190,37,0.19473684210526315,0,0
1877,8948a20e64bffff,19026,19,026,Guadalupe,55,11,0.2,0,0
1878,8948a201e23ffff,19026,19,026,Guadalupe,585,23,0.039316239316239315,0,0
1879,8948a200c93ffff,19026,19,026,Guadalupe,15,3,0.2,0,0
1880,8948a20f58bffff,19026,19,026,Guadalupe,620,64,0.1032258064516129,0,0
1881,8948a200e33ffff,19026,19,026,Guadalupe,656,11,0.01676829268292683,0,0
1882,8948a2011a7ffff,19026,19,026,Guadalupe,365,23,0.06301369863013699,0,0
1883,8948a200a93ffff,19026,19,026,Guadalupe,215,22,0.10232558139534884,0,0
1884,8948a20e443ffff,19026,19,026,Guadalupe,635,38,0.05984251968503937,0,0
1885,8948a20ad13ffff,19026,19,026,Guadalupe,260,32,0.12307692307692308,0,0
1886,8948a20180bffff,19026,19,026,Guadalupe,30,1,0.03333333333333333,0,0
1887,8948a200c0fffff,19026,19,026,Guadalupe,5,1,0.2,0,0
1888,8948a201d77ffff,19026,19,026,Guadalupe,786,47,0.05979643765903308,0,0
1889,8948a200b3bffff,19026,19,026,Guadalupe,425,31,0.07294117647058823,0,0
1890,8948a200ea7ffff,19026,19,026,Guadalupe,531,21,0.03954802259887006,0,0
1891,8948a20a887ffff,19026,19,026,Guadalupe,35,7,0.2,0,0
1892,8948a200a97ffff,19026,19,026,Guadalupe,90,16,0.17777777777777778,0,0
1893,8948a20196fffff,19026,19,026,Guadalupe,827,18,0.02176541717049577,0,0
1894,8948a201c6fffff,19026,19,026,Guadalupe,1066,119,0.11163227016885553,0,0
1895,8948a201d13ffff,19026,19,026,Guadalupe,935,89,0.09518716577540107,0,0
